Client_ID,Type_Données,Niveau_Protection,Evénement_Sécurité,Statut_Protection,Date_Mise_à _Jour,Responsable_Sécurité
759,medical history,Très élevé,tentative d'accès non autorisée,En cours,10/12/2021,David
760,medical history,Moyen,vulnérabilité identifiée,Annulé,10/14/2019,Eve
761,personal emails,élevé,vulnérabilité identifiée,En attente,10/20/2019,Eve
762,medical history,Moyen,vulnérabilité identifiée,Terminé,7/21/2021,Alice
763,private photos,Très élevé,intrusion détectée,En cours,12/9/2019,Charlie
764,personal messages,Très élevé,vulnérabilité identifiée,En attente,11/28/2021,David
765,social security numbers,Moyen,attaque en cours,En attente,5/14/2019,Charlie
766,bank account details,Moyen,intrusion détectée,Terminé,9/26/2019,David
767,personal emails,élevé,intrusion détectée,En attente,8/2/2020,Alice
768,social security numbers,Très élevé,vulnérabilité identifiée,En attente,9/11/2019,Bob
769,social security numbers,Très élevé,intrusion détectée,En cours,1/10/2021,Eve
770,private photos,Moyen,intrusion détectée,Annulé,2/9/2021,Alice
771,private photos,Moyen,vulnérabilité identifiée,En cours,5/4/2019,David
772,personal emails,Très élevé,attaque en cours,En attente,7/12/2019,Eve
773,financial records,Faible,attaque en cours,Annulé,1/6/2020,Charlie
774,financial records,Très élevé,attaque en cours,Terminé,5/15/2020,Eve
775,credit card information,Moyen,vulnérabilité identifiée,Annulé,9/12/2019,Charlie
776,confidential documents,Très élevé,attaque en cours,En attente,6/9/2020,David
777,bank account details,Moyen,vulnérabilité identifiée,Annulé,2/28/2019,Eve
778,personal emails,élevé,vulnérabilité identifiée,En attente,11/8/2019,David
779,social security numbers,Très élevé,attaque en cours,En cours,2/14/2020,Eve
780,social security numbers,Faible,attaque en cours,Terminé,3/19/2021,Charlie
781,medical history,élevé,attaque en cours,En attente,5/11/2019,David
782,social security numbers,Moyen,attaque en cours,En cours,5/15/2019,David
783,financial records,Faible,vulnérabilité identifiée,Terminé,6/11/2020,Alice
784,private photos,Faible,vulnérabilité identifiée,En attente,9/7/2020,Eve
785,social security numbers,élevé,attaque en cours,En attente,2/12/2020,Bob
786,bank account details,Très élevé,intrusion détectée,En cours,11/22/2019,Bob
787,medical history,élevé,vulnérabilité identifiée,En attente,3/30/2019,Alice
788,financial records,élevé,attaque en cours,Terminé,10/21/2019,Eve
789,personal emails,Très élevé,vulnérabilité identifiée,En attente,8/5/2020,Charlie
790,social security numbers,Faible,attaque en cours,Terminé,12/27/2019,Alice
791,personal emails,Très élevé,vulnérabilité identifiée,Terminé,12/26/2019,Bob
792,medical history,élevé,intrusion détectée,Terminé,4/21/2019,David
793,personal emails,Très élevé,tentative d'accès non autorisée,Annulé,1/1/2021,Charlie
794,personal emails,Moyen,tentative d'accès non autorisée,En cours,8/28/2019,David
795,credit card information,Faible,intrusion détectée,Terminé,2/5/2021,David
796,financial records,Très élevé,intrusion détectée,En attente,5/28/2020,David
797,financial records,élevé,vulnérabilité identifiée,Annulé,5/5/2020,Bob
798,private photos,Moyen,intrusion détectée,Terminé,9/8/2020,Alice
799,financial records,Faible,vulnérabilité identifiée,Terminé,6/11/2021,Bob
800,financial records,Faible,intrusion détectée,En attente,7/4/2019,Charlie
801,personal emails,Moyen,tentative d'accès non autorisée,Terminé,8/23/2021,Charlie
802,credit card information,Moyen,intrusion détectée,En attente,2/16/2020,Charlie
803,passwords,élevé,attaque en cours,En attente,8/22/2020,Eve
804,social security numbers,élevé,tentative d'accès non autorisée,En attente,12/10/2020,Charlie
805,private photos,Moyen,attaque en cours,En cours,5/18/2019,Bob
806,personal messages,élevé,intrusion détectée,En attente,8/17/2019,Alice
807,financial records,Moyen,intrusion détectée,En cours,7/12/2019,Eve
808,private photos,Moyen,tentative d'accès non autorisée,Annulé,3/31/2019,Alice
809,credit card information,Très élevé,intrusion détectée,En cours,11/18/2021,David
810,social security numbers,Très élevé,intrusion détectée,Terminé,5/29/2020,Bob
811,medical history,Moyen,vulnérabilité identifiée,En cours,8/28/2020,Bob
812,credit card information,Très élevé,vulnérabilité identifiée,Annulé,6/21/2019,Charlie
813,confidential documents,Très élevé,vulnérabilité identifiée,En cours,2/16/2021,Charlie
814,confidential documents,Moyen,intrusion détectée,Terminé,10/31/2020,Alice
815,medical history,Moyen,intrusion détectée,Annulé,5/17/2019,Charlie
816,bank account details,Faible,vulnérabilité identifiée,En cours,6/15/2021,Bob
817,passwords,Faible,tentative d'accès non autorisée,En cours,9/30/2020,Bob
818,personal emails,élevé,vulnérabilité identifiée,En cours,8/20/2021,Charlie
819,passwords,Très élevé,intrusion détectée,En attente,4/26/2019,David
820,personal emails,Très élevé,attaque en cours,En cours,11/26/2019,Alice
821,personal emails,élevé,vulnérabilité identifiée,Terminé,2/10/2020,David
822,credit card information,Très élevé,vulnérabilité identifiée,En attente,1/11/2021,Eve
823,confidential documents,Très élevé,attaque en cours,Annulé,5/25/2019,Bob
824,private photos,Très élevé,intrusion détectée,Annulé,2/28/2019,Bob
825,medical history,Faible,attaque en cours,En cours,8/2/2021,Bob
826,passwords,Très élevé,attaque en cours,En attente,12/9/2019,Bob
827,social security numbers,Très élevé,tentative d'accès non autorisée,En attente,10/8/2020,Bob
828,passwords,Faible,tentative d'accès non autorisée,Terminé,5/12/2021,David
829,credit card information,Très élevé,attaque en cours,En cours,10/23/2019,Charlie
830,passwords,élevé,tentative d'accès non autorisée,En cours,2/8/2020,David
831,bank account details,Moyen,tentative d'accès non autorisée,Terminé,9/6/2020,David
832,bank account details,Moyen,tentative d'accès non autorisée,En cours,6/9/2019,Eve
833,credit card information,Faible,intrusion détectée,Terminé,1/16/2020,Charlie
834,financial records,Faible,tentative d'accès non autorisée,En attente,5/19/2020,David
835,social security numbers,Moyen,intrusion détectée,Annulé,10/6/2021,Bob
836,social security numbers,élevé,tentative d'accès non autorisée,En attente,5/15/2019,Charlie
837,credit card information,Moyen,intrusion détectée,En attente,3/9/2021,Eve
838,medical history,Faible,tentative d'accès non autorisée,En attente,3/19/2020,David
839,private photos,Faible,tentative d'accès non autorisée,En cours,12/24/2020,Eve
840,credit card information,Très élevé,tentative d'accès non autorisée,Terminé,2/23/2020,Bob
841,credit card information,élevé,vulnérabilité identifiée,Annulé,2/22/2021,Bob
842,financial records,Faible,intrusion détectée,En attente,1/25/2020,David
843,financial records,élevé,attaque en cours,En cours,3/17/2019,David
844,credit card information,Moyen,tentative d'accès non autorisée,En cours,2/24/2020,Bob
845,private photos,Moyen,attaque en cours,Terminé,3/21/2019,Eve
846,passwords,Faible,vulnérabilité identifiée,En cours,9/30/2021,Charlie
847,social security numbers,élevé,vulnérabilité identifiée,Annulé,6/19/2020,Eve
848,personal messages,élevé,attaque en cours,En cours,2/1/2020,Alice
849,private photos,élevé,attaque en cours,Terminé,8/4/2020,David
850,personal emails,Moyen,attaque en cours,En attente,4/22/2020,Alice
851,private photos,Très élevé,intrusion détectée,En cours,11/10/2021,Eve
852,bank account details,Très élevé,intrusion détectée,En cours,7/7/2019,Charlie
853,credit card information,Très élevé,attaque en cours,En cours,5/31/2019,David
854,private photos,Très élevé,vulnérabilité identifiée,En cours,10/31/2021,Charlie
855,bank account details,Faible,vulnérabilité identifiée,Annulé,10/6/2019,Charlie
856,social security numbers,Moyen,vulnérabilité identifiée,Annulé,10/9/2020,Alice
857,credit card information,Très élevé,vulnérabilité identifiée,Annulé,5/26/2021,Charlie
858,financial records,Faible,tentative d'accès non autorisée,Terminé,6/30/2019,Charlie
859,private photos,Très élevé,attaque en cours,Terminé,4/13/2021,Eve
860,personal emails,Moyen,intrusion détectée,Terminé,6/14/2020,Eve
861,personal messages,Moyen,tentative d'accès non autorisée,Annulé,10/22/2019,David
862,medical history,élevé,intrusion détectée,En cours,9/25/2020,Alice
863,bank account details,Faible,intrusion détectée,En attente,9/26/2019,Alice
864,personal emails,Faible,vulnérabilité identifiée,En attente,1/11/2021,Charlie
865,personal emails,élevé,vulnérabilité identifiée,Terminé,2/26/2020,Eve
866,social security numbers,Moyen,intrusion détectée,En attente,2/15/2021,David
867,personal emails,Moyen,tentative d'accès non autorisée,En attente,12/13/2021,Charlie
868,bank account details,Très élevé,intrusion détectée,En attente,6/15/2020,Bob
869,confidential documents,Faible,tentative d'accès non autorisée,En attente,7/27/2020,Alice
870,personal messages,Faible,vulnérabilité identifiée,Annulé,3/31/2019,Eve
871,personal messages,Faible,tentative d'accès non autorisée,En attente,12/16/2021,Alice
872,passwords,élevé,intrusion détectée,En attente,5/30/2021,Alice
873,personal messages,Moyen,intrusion détectée,En attente,1/20/2019,Charlie
874,financial records,Faible,vulnérabilité identifiée,En cours,10/29/2021,David
875,medical history,Très élevé,attaque en cours,En cours,9/25/2020,David
876,bank account details,élevé,intrusion détectée,En attente,2/25/2019,David
877,social security numbers,Très élevé,tentative d'accès non autorisée,Terminé,5/2/2020,David
878,personal emails,Faible,vulnérabilité identifiée,En cours,6/30/2020,Alice
879,passwords,élevé,vulnérabilité identifiée,Annulé,2/21/2021,Charlie
880,medical history,Très élevé,intrusion détectée,Annulé,8/2/2020,Eve
881,medical history,Très élevé,intrusion détectée,En attente,12/24/2019,Eve
882,bank account details,Faible,vulnérabilité identifiée,Terminé,9/17/2020,David
883,private photos,Moyen,tentative d'accès non autorisée,En attente,8/21/2019,Eve
884,personal emails,Faible,intrusion détectée,Terminé,1/28/2021,Charlie
885,confidential documents,Très élevé,vulnérabilité identifiée,Annulé,11/1/2020,Charlie
886,personal messages,Très élevé,intrusion détectée,En cours,12/15/2019,Bob
887,social security numbers,Faible,tentative d'accès non autorisée,En attente,2/29/2020,Eve
888,financial records,élevé,tentative d'accès non autorisée,Terminé,3/3/2021,Charlie
889,personal emails,élevé,tentative d'accès non autorisée,Terminé,2/27/2019,Charlie
890,bank account details,Moyen,vulnérabilité identifiée,En attente,10/2/2021,Alice
891,private photos,Très élevé,intrusion détectée,En attente,2/22/2019,Bob
892,personal messages,élevé,intrusion détectée,Annulé,4/30/2020,Bob
893,financial records,Moyen,vulnérabilité identifiée,Annulé,12/16/2021,Eve
894,credit card information,Faible,attaque en cours,Terminé,8/2/2021,Charlie
895,personal messages,Faible,vulnérabilité identifiée,Terminé,8/11/2019,Eve
896,bank account details,Très élevé,attaque en cours,Annulé,2/7/2021,Bob
897,bank account details,Très élevé,tentative d'accès non autorisée,Annulé,7/31/2019,Eve
898,financial records,Moyen,attaque en cours,En attente,6/9/2020,Charlie
899,social security numbers,Faible,intrusion détectée,En attente,9/13/2019,David
900,financial records,Moyen,vulnérabilité identifiée,Annulé,8/1/2020,Charlie
901,financial records,Faible,attaque en cours,En attente,2/1/2020,Charlie
902,medical history,Moyen,vulnérabilité identifiée,En attente,9/9/2019,Alice
903,passwords,élevé,intrusion détectée,Terminé,4/11/2019,Alice
904,credit card information,élevé,vulnérabilité identifiée,En cours,5/17/2020,Alice
905,passwords,Très élevé,attaque en cours,Annulé,12/1/2019,Bob
906,personal messages,élevé,intrusion détectée,Terminé,6/16/2020,Alice
907,personal messages,Moyen,vulnérabilité identifiée,Annulé,12/18/2019,Alice
908,passwords,Faible,tentative d'accès non autorisée,En attente,7/14/2020,Eve
909,medical history,Moyen,vulnérabilité identifiée,Annulé,7/14/2021,David
910,credit card information,élevé,attaque en cours,Annulé,2/17/2021,Bob
911,social security numbers,Moyen,vulnérabilité identifiée,Annulé,8/30/2021,Eve
912,personal messages,Très élevé,tentative d'accès non autorisée,En attente,1/22/2019,Alice
913,personal emails,Très élevé,tentative d'accès non autorisée,En cours,7/27/2021,Alice
914,medical history,Très élevé,tentative d'accès non autorisée,En attente,7/4/2019,Alice
915,private photos,Moyen,tentative d'accès non autorisée,En attente,4/13/2021,Alice
916,bank account details,Très élevé,tentative d'accès non autorisée,En cours,6/18/2019,Eve
917,passwords,Moyen,tentative d'accès non autorisée,Terminé,7/2/2021,Eve
918,social security numbers,Moyen,vulnérabilité identifiée,En cours,12/28/2021,Eve
919,confidential documents,Faible,tentative d'accès non autorisée,En attente,1/15/2021,Charlie
920,medical history,Très élevé,attaque en cours,Terminé,9/2/2019,Bob
921,personal messages,Moyen,tentative d'accès non autorisée,Terminé,8/19/2021,Bob
922,personal messages,Moyen,intrusion détectée,En attente,4/21/2021,Eve
923,personal messages,Faible,vulnérabilité identifiée,Terminé,2/28/2021,Alice
924,credit card information,élevé,vulnérabilité identifiée,Annulé,10/20/2020,Eve
925,bank account details,élevé,intrusion détectée,Terminé,5/6/2020,Bob
926,passwords,Très élevé,attaque en cours,En attente,1/27/2019,Bob
927,credit card information,Très élevé,vulnérabilité identifiée,Terminé,3/14/2019,Eve
928,confidential documents,Faible,intrusion détectée,Terminé,11/29/2020,David
929,social security numbers,élevé,tentative d'accès non autorisée,Terminé,9/21/2020,Bob
930,medical history,Faible,intrusion détectée,Terminé,1/12/2019,Alice
931,private photos,Faible,attaque en cours,En attente,10/3/2019,David
932,private photos,Très élevé,vulnérabilité identifiée,Annulé,10/28/2021,Alice
933,bank account details,Faible,intrusion détectée,Terminé,8/10/2021,Alice
934,passwords,Très élevé,vulnérabilité identifiée,Annulé,8/2/2019,David
935,confidential documents,Très élevé,intrusion détectée,En attente,12/29/2021,Charlie
936,credit card information,Très élevé,intrusion détectée,Annulé,11/21/2020,Eve
937,personal messages,Moyen,tentative d'accès non autorisée,En attente,12/3/2021,Eve
938,social security numbers,Très élevé,intrusion détectée,En cours,8/21/2019,Eve
939,personal emails,Très élevé,vulnérabilité identifiée,En cours,1/23/2019,David
940,private photos,Faible,vulnérabilité identifiée,En cours,8/4/2021,Alice
941,personal messages,Faible,vulnérabilité identifiée,Terminé,10/15/2019,Bob
942,social security numbers,Très élevé,attaque en cours,En attente,10/26/2019,Charlie
943,medical history,Moyen,tentative d'accès non autorisée,En attente,3/29/2019,Bob
944,medical history,Faible,tentative d'accès non autorisée,En attente,8/3/2020,Alice
945,credit card information,Très élevé,vulnérabilité identifiée,Terminé,5/18/2021,Charlie
946,personal messages,Faible,attaque en cours,Annulé,3/7/2021,David
947,personal emails,élevé,attaque en cours,Annulé,6/14/2021,Eve
948,private photos,Faible,intrusion détectée,En attente,6/14/2020,Charlie
949,personal messages,Faible,tentative d'accès non autorisée,Terminé,10/2/2021,Charlie
950,private photos,élevé,intrusion détectée,Terminé,6/20/2020,David
951,confidential documents,Moyen,tentative d'accès non autorisée,En attente,9/15/2019,Alice
952,passwords,Moyen,vulnérabilité identifiée,Annulé,7/1/2020,Charlie
953,private photos,Faible,attaque en cours,En cours,6/11/2020,Charlie
954,private photos,Très élevé,vulnérabilité identifiée,En attente,11/21/2019,Charlie
955,passwords,Moyen,vulnérabilité identifiée,En cours,4/10/2021,Eve
956,personal messages,Très élevé,attaque en cours,Annulé,3/2/2021,David
957,financial records,Moyen,intrusion détectée,En attente,2/1/2019,David
958,credit card information,Très élevé,intrusion détectée,En attente,6/24/2019,Eve
959,financial records,Très élevé,vulnérabilité identifiée,Annulé,5/23/2021,Bob
960,private photos,Très élevé,vulnérabilité identifiée,Annulé,7/31/2021,Bob
961,confidential documents,Très élevé,attaque en cours,Terminé,10/10/2019,David
962,passwords,Faible,attaque en cours,En attente,3/29/2019,Bob
963,passwords,Moyen,intrusion détectée,En cours,8/15/2021,Alice
964,private photos,Moyen,attaque en cours,Annulé,2/13/2021,Eve
965,passwords,élevé,vulnérabilité identifiée,Terminé,10/1/2020,Alice
966,financial records,Faible,tentative d'accès non autorisée,En attente,2/23/2021,Eve
967,medical history,élevé,attaque en cours,En attente,3/17/2020,Bob
968,passwords,Très élevé,attaque en cours,Annulé,3/8/2020,David
969,financial records,élevé,tentative d'accès non autorisée,Annulé,6/21/2020,Eve
970,medical history,Très élevé,vulnérabilité identifiée,En cours,9/7/2020,Eve
971,private photos,Très élevé,attaque en cours,En cours,11/12/2021,David
972,credit card information,Très élevé,intrusion détectée,En cours,3/25/2021,Alice
973,social security numbers,élevé,tentative d'accès non autorisée,En cours,6/9/2020,Eve
974,bank account details,élevé,tentative d'accès non autorisée,Terminé,2/18/2019,Eve
975,bank account details,Faible,vulnérabilité identifiée,Annulé,8/4/2020,Bob
976,credit card information,Faible,intrusion détectée,Annulé,12/24/2020,Charlie
977,credit card information,Très élevé,attaque en cours,Annulé,12/12/2021,Bob
978,confidential documents,Moyen,tentative d'accès non autorisée,En cours,11/9/2021,Eve
979,medical history,élevé,vulnérabilité identifiée,Annulé,4/21/2021,David
980,credit card information,élevé,tentative d'accès non autorisée,En attente,6/12/2021,Eve
981,confidential documents,élevé,tentative d'accès non autorisée,En cours,1/28/2019,Bob
982,medical history,Très élevé,intrusion détectée,En cours,10/6/2019,Eve
983,credit card information,élevé,attaque en cours,Annulé,9/18/2021,David
984,private photos,élevé,tentative d'accès non autorisée,En cours,10/28/2019,David
985,bank account details,Moyen,attaque en cours,Annulé,11/22/2019,Bob
986,personal messages,élevé,attaque en cours,Annulé,8/13/2019,Alice
987,credit card information,Très élevé,tentative d'accès non autorisée,En cours,8/13/2020,David
988,credit card information,Très élevé,vulnérabilité identifiée,En attente,11/12/2019,Bob
989,personal emails,Moyen,attaque en cours,Terminé,5/11/2019,Alice
990,private photos,Très élevé,tentative d'accès non autorisée,Terminé,2/20/2021,David
991,medical history,Très élevé,vulnérabilité identifiée,En cours,4/11/2019,Charlie
992,bank account details,Faible,tentative d'accès non autorisée,Terminé,3/1/2020,Eve
993,personal messages,Moyen,intrusion détectée,En attente,4/5/2021,Eve
994,financial records,Faible,attaque en cours,Annulé,3/30/2019,Bob
995,personal messages,Faible,tentative d'accès non autorisée,En attente,12/16/2021,David
996,personal messages,Moyen,attaque en cours,En attente,12/31/2020,Alice
997,credit card information,Moyen,vulnérabilité identifiée,En attente,6/6/2021,Eve
998,personal emails,Très élevé,vulnérabilité identifiée,Terminé,12/22/2019,David
999,credit card information,élevé,tentative d'accès non autorisée,En attente,5/15/2019,Alice
1000,personal emails,Faible,tentative d'accès non autorisée,Terminé,4/25/2020,Charlie
